Дата,Средне-взвешенная цена за лот,Расчетная цена,Цена первой сделки,Максим. цена,Миним. цена,Цена последней сделки,Изменение,"Объем последней сделки, контр.",Число сделок,"Объем торгов, руб.","Объем торгов, контр.","Объем открытых позиций, руб.","Объем открытых позиций, контр.",
26.01.2021,22227,22180,21962,22360,21952,22194,0.43,1,327,13958756,628,95285280,4296,
27.01.2021,22273,22144,22194,22519,22000,22144,-0.22,4,354,22383878,1005,106556928,4812,
28.01.2021,21962,22115,22115,22261,21775,22158,0.06,1,387,20908098,952,115528760,5224,
29.01.2021,21839,21717,22095,22120,21604,21692,-2.10,1,149,6376857,292,112884966,5198,
01.02.2021,21671,21646,21690,21819,21580,21642,-0.23,20,352,18702224,863,110394600,5100,
02.02.2021,21892,22063,21602,22296,21602,22080,2.02,1,394,22022978,1006,105240510,4770,
03.02.2021,21926,22050,22039,22158,21738,22050,-0.14,1,370,14274026,651,112587300,5106,
04.02.2021,22242,22128,22090,22451,22038,22122,0.33,8,434,14657390,659,113870688,5146,
05.02.2021,22412,22510,22165,22550,22161,22500,1.71,1,382,11138665,497,117952400,5240,
08.02.2021,22856,22991,22490,23100,22455,23045,2.42,1,464,21895684,958,134865206,5866,
09.02.2021,23147,23039,22992,23249,22960,23039,-0.03,1,475,25832288,1116,132750718,5762,
10.02.2021,22893,22642,23000,23160,22515,22628,-1.78,1,481,28456835,1243,153920316,6798,
11.02.2021,22522,22562,22666,22736,22407,22560,-0.30,3,303,16893501,749,163529376,7248,
12.02.2021,22468,22862,22561,22926,22019,22926,1.62,1,716,33948908,1511,163006060,7130,
15.02.2021,23102,23160,23000,23321,22907,23175,1.09,1,662,52627236,2278,176293920,7612,
16.02.2021,23435,23558,23179,23641,23140,23558,1.65,1,617,33441467,1427,182621616,7752,
17.02.2021,23292,22997,23566,23661,22873,22994,-2.39,27,640,34518832,1482,190507148,8284,
18.02.2021,23021,22811,23035,23259,22733,22798,-0.85,1,350,19866759,863,188646970,8270,
19.02.2021,22728,22846,22859,22921,22442,22881,0.36,1,624,31114287,1369,193094392,8452,
20.02.2021,22881,22939,22930,22990,22836,22939,0.25,2,200,12973729,567,192412332,8388,
22.02.2021,22822,22785,22991,23040,22634,22783,-0.68,1,410,19398957,850,181550880,7968,
24.02.2021,22673,22452,22810,22948,22406,22417,-1.61,1,828,56647346,2498,228247032,10166,
25.02.2021,22656,22691,22446,22850,22446,22690,1.22,4,473,23109300,1020,237983208,10488,
26.02.2021,22287,22069,22652,22652,22059,22122,-2.50,1,809,43304323,1943,254146604,11516,
01.03.2021,22259,22450,22197,22500,22070,22480,1.62,5,567,26688422,1199,264775300,11794,
02.03.2021,22457,22625,22475,22715,22277,22615,0.60,1,754,38042070,1694,268106250,11850,
03.03.2021,22698,22603,22568,22930,22480,22638,0.10,2,1567,121933382,5372,377063246,16682,
04.03.2021,22542,22672,22644,22765,22240,22650,0.05,1,1071,65754853,2917,437932352,19316,
05.03.2021,22826,22872,22800,23156,22310,22860,0.93,1,1709,91988056,4030,468784512,20496,
09.03.2021,23319,23552,22849,23613,22811,23552,3.03,1,1890,100504535,4310,523655168,22234,
10.03.2021,23619,23457,23517,23841,23366,23450,-0.43,17,3177,201447314,8529,597402876,25468,
11.03.2021,23444,23483,23470,23633,23304,23466,0.07,5,2267,149150288,6362,679034428,28916,
12.03.2021,23521,23639,23499,23700,23353,23655,0.80,2,3000,182547868,7761,825426602,34918,
15.03.2021,23937,23952,23636,24101,23632,23941,1.21,1,9133,969149158,40487,1780208448,74324,
16.03.2021,24083,23813,23943,26178,23677,23804,-0.57,1,21105,1977499706,82112,3086736312,129624,
17.03.2021,23336,23067,23825,23847,23020,23069,-3.09,1,33195,2524191083,108165,4626871128,200584,
18.03.2021,23085,23089,23098,23479,22813,23041,-0.12,1,59235,4909366776,212665,5792753032,250888,
19.03.2021,22775,22724,23119,23119,22530,22769,-1.18,3,54820,3982203595,174853,5908240000,260000,
22.03.2021,22552,22366,22799,22848,22333,22341,-1.88,31,45046,3151117404,139724,6121305808,273688,
23.03.2021,22485,22590,22358,22720,22246,22629,1.29,1,62929,4116576999,183082,6711263100,297090,
24.03.2021,22565,22770,22625,22816,22312,22731,0.45,1,50971,3466744135,153631,6628620240,291112,
25.03.2021,22676,22661,22761,22810,22533,22602,-0.57,46,41274,2752338141,121377,6306329690,278290,
26.03.2021,22849,22844,22621,22991,22609,22846,1.08,1,35489,2596424429,113634,6368267568,278772,
29.03.2021,23046,23086,22847,23161,22826,23154,1.35,2,33567,2492189040,108142,6770108016,293256,
30.03.2021,23004,22880,23143,23274,22773,22940,-0.92,1,41116,2724029260,118416,6787946880,296676,
31.03.2021,22872,23044,22922,23141,22601,23105,0.72,5,41196,3139002188,137245,7233788128,313912,
01.04.2021,23182,22834,23107,23435,22790,22806,-1.29,1,55402,4258756686,183708,7054198956,308934,
02.04.2021,23013,23100,22846,23177,22793,23101,1.29,1,25415,1681675530,73076,7351806000,318260,
05.04.2021,22824,22695,23101,23131,22666,22685,-1.80,1,30423,2053170801,89957,6890837460,303628,
06.04.2021,22642,22638,22703,22882,22411,22603,-0.36,1,44655,3040195948,134270,6996907764,309078,
07.04.2021,22641,22666,22629,22822,22291,22658,0.24,1,48839,3683402097,162685,6351693180,280230,
08.04.2021,22655,22579,22660,22848,22351,22565,-0.41,4,33252,2284181497,100824,6289515924,278556,
09.04.2021,22484,22413,22600,22647,22354,22366,-0.88,2,25886,1891935927,84145,6180698532,275764,
12.04.2021,22417,22404,22358,22637,22130,22445,0.35,5,39713,3055566341,136308,6191076552,276338,
13.04.2021,22491,22732,22469,22808,22300,22697,1.12,8,37638,2887473509,128385,6657157128,292854,
14.04.2021,23402,23728,22661,23872,22654,23788,4.81,1,77632,6554697752,280089,7998898624,337108,
15.04.2021,23491,23632,23788,23832,23065,23734,-0.23,1,60091,5366327033,228444,6995686432,296026,
16.04.2021,23702,23662,23738,23938,23460,23690,-0.18,16,51851,4202763505,177320,7426933912,313876,
19.04.2021,23401,23247,23709,23729,23198,23268,-1.78,2,41178,3297175971,140901,7185368736,309088,
20.04.2021,23300,23176,23262,23498,23119,23208,-0.26,2,44954,3140854747,134800,6959567392,300292,
21.04.2021,23184,23214,23219,23369,23011,23190,-0.08,1,44420,3321503496,143270,6991406808,301172,
22.04.2021,23164,23342,23175,23402,22887,23359,0.73,3,53037,4131921250,178376,7388256524,316522,
23.04.2021,23343,23373,23372,23515,23169,23423,0.27,14,41133,3095037013,132590,7508763234,321258,
26.04.2021,23530,23527,23403,23682,23381,23486,0.27,1,31824,2831686328,120342,7698787264,327232,
27.04.2021,23527,23342,23519,23703,23294,23345,-0.60,1,34675,2920980635,124154,7810653356,334618,
28.04.2021,23373,23430,23360,23503,23190,23444,0.42,7,36662,3264878480,139686,7779275460,332022,
29.04.2021,23488,23142,23431,23790,23097,23121,-1.38,1,53136,5310640328,226098,7626492384,329552,
30.04.2021,23137,23090,23121,23263,23041,23145,0.10,6,32272,3025129351,130746,7767291280,336392,
04.05.2021,23446,23492,23143,23599,23130,23485,1.47,4,34462,2992736271,127644,7823869648,333044,
05.05.2021,23763,23846,23460,23933,23452,23875,1.66,2,31101,2836039511,119347,8252528296,346076,
06.05.2021,24104,24228,23872,24300,23805,24240,1.53,1,35447,3354196809,139155,8153884944,336548,
07.05.2021,24352,24312,24237,24634,24199,24324,0.35,2,40707,3702953920,152057,8424399744,346512,
10.05.2021,24389,24384,24332,24582,24210,24396,0.30,1,32399,2888413634,118430,8666853888,355432,
11.05.2021,24282,24281,24382,24469,24073,24331,-0.27,4,40389,4101867769,168924,9240085988,380548,
