moment,isin,name,contract_type,iz_fiz,clients_in_long,clients_in_short,short_position,long_position,change_prev_week_short_abs,change_prev_week_long_abs,change_prev_week_short_perc,change_prev_week_long_perc,
2020-05-15,GMKR,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""ГМК ""Норильский никель""",P,1.0000,4.0000,4.0000,13.000,7.0000,,,,,
2020-05-15,GMKR,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""ГМК ""Норильский никель""",P,,2.0000,3.0000,2003.0,2009.0,,,,,
2020-05-15,GMKR,"Фьючерсный контракт на обыкновенные акции ПАО ""ГМК ""Норильский никель""",F,,22.000,11.000,5022.0,5508.0,178.00,28.000,0.03675,0.00511,
2020-05-15,GMKR,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""ГМК ""Норильский никель""",C,1.0000,8.0000,8.0000,75.000,75.000,,,,,
2020-05-15,GMKR,"Фьючерсный контракт на обыкновенные акции ПАО ""ГМК ""Норильский никель""",F,1.0000,135.00,162.00,1201.0,715.00,-33.000,117.00,-0.02674,0.19565,
2020-05-15,RTS,Фьючерсный контракт на Индекс РТС,F,,67.000,131.00,117153,151570,1349.0,-4017.0,0.01165,-0.02582,
2020-05-15,RTS,Опцион на Фьючерсный контракт на Индекс РТС,C,1.0000,1352.0,635.00,38459,64111,4664.0,3875.0,0.13801,0.06433,
2020-05-15,RTS,Фьючерсный контракт на Индекс РТС,F,1.0000,2845.0,3926.0,69205,34788,-5530.0,-164.00,-0.07399,-0.00469,
2020-05-15,RTS,Опцион на Фьючерсный контракт на Индекс РТС,P,,31.000,32.000,34990,14072,476.00,954.00,0.01379,0.07272,
2020-05-15,RTS,Опцион на Фьючерсный контракт на Индекс РТС,P,1.0000,1687.0,654.00,61698,82616,4995.0,4517.0,0.08809,0.05784,
2020-05-15,RTS,Опцион на Фьючерсный контракт на Индекс РТС,C,,34.000,38.000,52538,26886,309.00,1098.0,0.00592,0.04258,
2020-05-15,GOLD,Опцион на Фьючерсный контракт на аффинированное золото в слитках,P,1.0000,107.00,42.000,1122.0,1137.0,9.0000,11.000,0.00809,0.00977,
2020-05-15,GOLD,Фьючерсный контракт на аффинированное золото в слитках,F,,59.000,16.000,68288,45343,4300.0,2589.0,0.06720,0.06056,
2020-05-15,GOLD,Опцион на Фьючерсный контракт на аффинированное золото в слитках,C,,3.0000,5.0000,574.00,580.00,,2.0000,,0.00346,
2020-05-15,GOLD,Опцион на Фьючерсный контракт на аффинированное золото в слитках,C,1.0000,107.00,64.000,1715.0,1709.0,2.0000,,0.00117,,
2020-05-15,GOLD,Фьючерсный контракт на аффинированное золото в слитках,F,1.0000,3091.0,1362.0,22171,45116,-959.00,752.00,-0.04146,0.01695,
2020-05-15,GOLD,Опцион на Фьючерсный контракт на аффинированное золото в слитках,P,,1.0000,1.0000,17.000,2.0000,2.0000,,0.13333,,
2020-05-15,ROSN,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""НК ""Роснефть""",C,1.0000,5.0000,5.0000,188.00,188.00,,,,,
2020-05-15,ROSN,"Фьючерсный контракт на обыкновенные акции ПАО ""НК ""Роснефть""",F,,23.000,12.000,2906.0,3482.0,-62.000,-122.00,-0.02089,-0.03385,
2020-05-15,ROSN,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""НК ""Роснефть""",P,1.0000,1.0000,1.0000,1.0000,1.0000,,,,,
2020-05-15,ROSN,"Фьючерсный контракт на обыкновенные акции ПАО ""НК ""Роснефть""",F,1.0000,260.00,255.00,3527.0,2951.0,7.0000,67.000,0.00199,0.02323,
2020-05-15,ROSN,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""НК ""Роснефть""",C,,2.0000,2.0000,187.00,187.00,,,,,
2020-05-15,MTSI,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""МТС""",C,,,1.0000,45.000,,,,,,
2020-05-15,MTSI,"Фьючерсный контракт на обыкновенные акции ПАО ""МТС""",F,,7.0000,5.0000,1228.0,536.00,-11.000,36.000,-0.00888,0.07200,
2020-05-15,MTSI,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""МТС""",P,,,1.0000,1640.0,,,,,,
