moment,isin,name,contract_type,iz_fiz,clients_in_long,clients_in_short,short_position,long_position,change_prev_week_short_abs,change_prev_week_long_abs,change_prev_week_short_perc,change_prev_week_long_perc,
2021-03-03,GOLD,Фьючерсный контракт на аффинированное золото в слитках,F,1.0000,7000.0,1271.0,15500,114398,817.00,9465.0,0.05564,0.09020,
2021-03-03,GOLD,Опцион на Фьючерсный контракт на аффинированное золото в слитках,C,,4.0000,7.0000,121.00,105.00,22.000,47.000,0.22222,0.81034,
2021-03-03,GOLD,Опцион на Фьючерсный контракт на аффинированное золото в слитках,C,1.0000,213.00,62.000,3693.0,3709.0,515.00,490.00,0.16205,0.15222,
2021-03-03,GOLD,Опцион на Фьючерсный контракт на аффинированное золото в слитках,P,,1.0000,3.0000,687.00,39.000,,11.000,,0.39286,
2021-03-03,ROSN,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""НК ""Роснефть""",C,,2.0000,2.0000,1629.0,1629.0,,,,,
2021-03-03,ROSN,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""НК ""Роснефть""",C,1.0000,33.000,33.000,2235.0,2235.0,,,,,
2021-03-03,ROSN,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""НК ""Роснефть""",P,1.0000,8.0000,7.0000,32.000,32.000,,,,,
2021-03-03,ROSN,"Фьючерсный контракт на обыкновенные акции ПАО ""НК ""Роснефть""",F,1.0000,275.00,601.00,8582.0,3033.0,619.00,95.000,0.07773,0.03233,
2021-03-03,ROSN,"Фьючерсный контракт на обыкновенные акции ПАО ""НК ""Роснефть""",F,,31.000,7.0000,2174.0,7723.0,-21.000,503.00,-0.00957,0.06967,
2021-03-03,MTSI,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""МТС""",C,1.0000,26.000,22.000,1837.0,3316.0,,,,,
2021-03-03,MTSI,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""МТС""",P,,1.0000,2.0000,2020.0,122.00,,,,,
2021-03-03,MTSI,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""МТС""",P,1.0000,8.0000,14.000,658.00,2556.0,,,,,
2021-03-03,MTSI,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""МТС""",C,,2.0000,3.0000,2642.0,1163.0,,,,,
2021-03-03,MTSI,"Фьючерсный контракт на обыкновенные акции ПАО ""МТС""",F,,4.0000,12.000,5585.0,56.000,387.00,,0.07445,,
2021-03-03,MTSI,"Фьючерсный контракт на обыкновенные акции ПАО ""МТС""",F,1.0000,259.00,37.000,298.00,5827.0,35.000,422.00,0.13308,0.07808,
2021-03-03,NOTK,"Фьючерсный контракт на обыкновенные акции ПАО ""НОВАТЭК""",F,,3.0000,7.0000,406.00,29.000,-23.000,3.0000,-0.05361,0.11538,
2021-03-03,NOTK,"Фьючерсный контракт на обыкновенные акции ПАО ""НОВАТЭК""",F,1.0000,99.000,45.000,144.00,521.00,3.0000,-23.000,0.02128,-0.04228,
2021-03-03,NOTK,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""НОВАТЭК""",P,1.0000,1.0000,2.0000,2.0000,2.0000,,,,,
2021-03-03,TRNF,"Фьючерсный контракт на привилегированные акции ПАО ""Транснефть""",F,1.0000,17.000,8.0000,14.000,57.000,2.0000,-2.0000,0.16667,-0.03390,
2021-03-03,TRNF,"Опцион на Фьючерсный контракт на привилегированные акции ПАО ""Транснефть""",P,1.0000,1.0000,1.0000,1.0000,1.0000,,,,,
2021-03-03,TRNF,"Фьючерсный контракт на привилегированные акции ПАО ""Транснефть""",F,,2.0000,4.0000,116.00,73.000,-7.0000,-3.0000,-0.05691,-0.03947,
2021-03-03,SILV,Фьючерсный контракт на аффинированное серебро в слитках,F,,31.000,14.000,246408,54713,12171,2333.0,0.05196,0.04454,
2021-03-03,SILV,Опцион на Фьючерсный контракт на аффинированное серебро в слитках,P,1.0000,134.00,69.000,3496.0,3558.0,57.000,58.000,0.01657,0.01657,
2021-03-03,SILV,Фьючерсный контракт на аффинированное серебро в слитках,F,1.0000,6020.0,914.00,25532,217227,1630.0,11468,0.06820,0.05574,
2021-03-03,SILV,Опцион на Фьючерсный контракт на аффинированное серебро в слитках,C,1.0000,181.00,76.000,4591.0,4542.0,24.000,23.000,0.00526,0.00509,
2021-03-03,SILV,Опцион на Фьючерсный контракт на аффинированное серебро в слитках,P,,2.0000,3.0000,165.00,103.00,,-1.0000,,-0.00962,
2021-03-03,SILV,Опцион на Фьючерсный контракт на аффинированное серебро в слитках,C,,3.0000,2.0000,103.00,152.00,-1.0000,,-0.00962,,
2021-03-03,VTBR,Опцион на Фьючерсный контракт на обыкновенные акции Банк ВТБ (ПАО),P,,1.0000,,,18.000,,,,,
2021-03-03,VTBR,Фьючерсный контракт на обыкновенные акции Банк ВТБ (ПАО),F,,32.000,20.000,157175,21127,5297.0,2495.0,0.03488,0.13391,
2021-03-03,VTBR,Фьючерсный контракт на обыкновенные акции Банк ВТБ (ПАО),F,1.0000,1528.0,543.00,17582,153630,-771.00,2031.0,-0.04201,0.01340,
2021-03-03,VTBR,Опцион на Фьючерсный контракт на обыкновенные акции Банк ВТБ (ПАО),P,1.0000,30.000,38.000,2398.0,2380.0,3.0000,3.0000,0.00125,0.00126,
2021-03-03,VTBR,Опцион на Фьючерсный контракт на обыкновенные акции Банк ВТБ (ПАО),C,1.0000,42.000,34.000,4031.0,3294.0,526.00,-9.0000,0.15007,-0.00272,
2021-03-03,VTBR,Опцион на Фьючерсный контракт на обыкновенные акции Банк ВТБ (ПАО),C,,4.0000,3.0000,1697.0,2434.0,,535.00,,0.28173,
2021-03-03,SBRF,Опцион на Фьючерсный контракт на обыкновенные акции ПАО Сбербанк,C,1.0000,264.00,249.00,24312,23711,631.00,611.00,0.02665,0.02645,
2021-03-03,SBRF,Фьючерсный контракт на обыкновенные акции ПАО Сбербанк,F,1.0000,3916.0,2898.0,71584,141557,-3873.0,-20439,-0.05133,-0.12617,
2021-03-03,SBRF,Опцион на Фьючерсный контракт на обыкновенные акции ПАО Сбербанк,P,1.0000,183.00,169.00,7376.0,7533.0,105.00,102.00,0.01444,0.01373,
2021-03-03,SBRF,Опцион на Фьючерсный контракт на обыкновенные акции ПАО Сбербанк,P,,5.0000,7.0000,15857,15700,-47.000,-44.000,-0.00296,-0.00279,
2021-03-03,SBRF,Фьючерсный контракт на обыкновенные акции ПАО Сбербанк,F,,66.000,56.000,117043,47070,-19368,-2802.0,-0.14198,-0.05618,
2021-03-03,SBRF,Опцион на Фьючерсный контракт на обыкновенные акции ПАО Сбербанк,C,,7.0000,8.0000,23748,24349,619.00,639.00,0.02676,0.02695,
2021-03-03,SBPR,Опцион на Фьючерсный контракт на привилегированные акции ПАО Сбербанк,P,1.0000,3.0000,3.0000,11.000,11.000,,,,,
2021-03-03,SBPR,Фьючерсный контракт на привилегированные акции ПАО Сбербанк,F,,20.000,13.000,10616,4988.0,-546.00,395.00,-0.04892,0.08600,
2021-03-03,SBPR,Фьючерсный контракт на привилегированные акции ПАО Сбербанк,F,1.0000,354.00,169.00,1714.0,7342.0,8.0000,-933.00,0.00469,-0.11275,
2021-03-03,SBPR,Опцион на Фьючерсный контракт на привилегированные акции ПАО Сбербанк,C,1.0000,2.0000,2.0000,2.0000,2.0000,,,,,
2021-03-03,HYDR,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""РусГидро""",P,,,1.0000,4534.0,,,,,,
2021-03-03,HYDR,"Фьючерсный контракт на обыкновенные акции ПАО ""РусГидро""",F,,15.000,7.0000,14200,6280.0,-7.0000,169.00,-0.00049,0.02766,
2021-03-03,HYDR,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""РусГидро""",C,1.0000,2.0000,2.0000,13.000,13.000,,,,,
2021-03-03,HYDR,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""РусГидро""",P,1.0000,9.0000,5.0000,290.00,4824.0,,,,,
2021-03-03,HYDR,"Фьючерсный контракт на обыкновенные акции ПАО ""РусГидро""",F,1.0000,285.00,79.000,1632.0,9552.0,-101.00,-277.00,-0.05828,-0.02818,
2021-03-03,TATN,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""Татнефть"" им. В.Д. Шашина",C,1.0000,2.0000,2.0000,6.0000,6.0000,,,,,
2021-03-03,TATN,"Фьючерсный контракт на обыкновенные акции ПАО ""Татнефть"" им. В.Д. Шашина",F,,8.0000,15.000,5101.0,303.00,79.000,-204.00,0.01573,-0.40237,
2021-03-03,TATN,"Фьючерсный контракт на обыкновенные акции ПАО ""Татнефть"" им. В.Д. Шашина",F,1.0000,240.00,63.000,826.00,5624.0,-26.000,257.00,-0.03052,0.04789,
2021-03-03,TATN,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""Татнефть"" им. В.Д. Шашина",P,1.0000,5.0000,7.0000,82.000,1339.0,,,,,
2021-03-03,TATN,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""Татнефть"" им. В.Д. Шашина",P,,1.0000,1.0000,1258.0,1.0000,,,,,
2021-03-03,CHMF,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""Северсталь""",C,1.0000,1.0000,2.0000,11.000,1.0000,,,,,
2021-03-03,CHMF,"Фьючерсный контракт на обыкновенные акции ПАО ""Северсталь""",F,1.0000,88.000,92.000,409.00,199.00,13.000,43.000,0.03283,0.27564,
2021-03-03,CHMF,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""Северсталь""",C,,1.0000,,,10.000,,,,,
2021-03-03,CHMF,"Фьючерсный контракт на обыкновенные акции ПАО ""Северсталь""",F,,6.0000,5.0000,90.000,300.00,8.0000,-22.000,0.09756,-0.06832,
2021-03-03,BR,Фьючерсный контракт на нефть BRENT,F,1.0000,3032.0,5046.0,159673,515956,16138,-134.00,0.11243,-0.00026,
2021-03-03,BR,Опцион на Фьючерсный контракт на нефть BRENT,C,1.0000,370.00,193.00,14789,20593,1228.0,3786.0,0.09055,0.22526,
2021-03-03,BR,Опцион на Фьючерсный контракт на нефть BRENT,P,,19.000,16.000,5454.0,4263.0,1141.0,967.00,0.26455,0.29339,
2021-03-03,BR,Опцион на Фьючерсный контракт на нефть BRENT,P,1.0000,575.00,227.00,21462,22653,3109.0,3283.0,0.16940,0.16949,
2021-03-03,BR,Опцион на Фьючерсный контракт на нефть BRENT,C,,8.0000,11.000,8169.0,2365.0,2591.0,33.000,0.46450,0.01415,
2021-03-03,BR,Фьючерсный контракт на нефть BRENT,F,,36.000,55.000,380310,24027,-443.00,15829,-0.00116,1.9308,
2021-03-03,Eu,Фьючерсный контракт на курс евро - российский рубль,F,,71.000,37.000,150167,144414,9609.0,-10747,0.06836,-0.06926,
2021-03-03,Eu,Опцион на Фьючерсный контракт на курс евро - российский рубль,C,,1.0000,2.0000,423.00,150.00,-8.0000,,-0.01856,,
2021-03-03,Eu,Опцион на Фьючерсный контракт на курс евро - российский рубль,P,1.0000,15.000,13.000,676.00,676.00,4.0000,4.0000,0.00595,0.00595,
2021-03-03,Eu,Фьючерсный контракт на курс евро - российский рубль,F,1.0000,1884.0,1150.0,39730,45483,-22273,-1917.0,-0.35922,-0.04044,
2021-03-03,Eu,Опцион на Фьючерсный контракт на курс евро - российский рубль,C,1.0000,15.000,22.000,790.00,1063.0,8.0000,,0.01023,,
2021-03-03,ED,Опцион на Фьючерсный контракт на курс евро-доллар США,P,,1.0000,1.0000,51.000,118.00,,,,,
2021-03-03,ED,Фьючерсный контракт на курс евро-доллар США,F,1.0000,952.00,784.00,25633,57120,3858.0,-5056.0,0.17718,-0.08132,
2021-03-03,ED,Опцион на Фьючерсный контракт на курс евро-доллар США,C,1.0000,62.000,31.000,2600.0,4297.0,-12.000,-12.000,-0.00459,-0.00278,
2021-03-03,ED,Фьючерсный контракт на курс евро-доллар США,F,,31.000,25.000,58817,27330,-8733.0,181.00,-0.12928,0.00667,
2021-03-03,ED,Опцион на Фьючерсный контракт на курс евро-доллар США,C,,1.0000,3.0000,1748.0,51.000,,,,,
2021-03-03,ED,Опцион на Фьючерсный контракт на курс евро-доллар США,P,1.0000,77.000,37.000,3465.0,3398.0,-2.0000,-2.0000,-0.00058,-0.00059,
2021-03-03,PLT,Фьючерсный контракт на аффинированную платину в слитках,F,1.0000,701.00,115.00,993.00,8124.0,167.00,53.000,0.20218,0.00657,
2021-03-03,PLT,Опцион на Фьючерсный контракт на аффинированную платину в слитках,C,1.0000,3.0000,2.0000,3.0000,3.0000,,,,,
2021-03-03,PLT,Фьючерсный контракт на аффинированную платину в слитках,F,,12.000,6.0000,9662.0,2531.0,-65.000,49.000,-0.00668,0.01974,
2021-03-03,PLD,Фьючерсный контракт на аффинированный палладий в слитках,F,,7.0000,7.0000,1029.0,31.000,205.00,-14.000,0.24879,-0.31111,
2021-03-03,PLD,Фьючерсный контракт на аффинированный палладий в слитках,F,1.0000,235.00,72.000,474.00,1472.0,-6.0000,213.00,-0.01250,0.16918,
2021-03-03,SNGP,"Фьючерсный контракт на привилегированные акции ПАО ""Сургутнефтегаз""",F,,8.0000,12.000,16765,2417.0,161.00,78.000,0.00970,0.03335,
2021-03-03,SNGP,"Опцион на Фьючерсный контракт на привилегированные акции ПАО ""Сургутнефтегаз""",P,1.0000,9.0000,6.0000,102.00,1352.0,,,,,
2021-03-03,SNGP,"Фьючерсный контракт на привилегированные акции ПАО ""Сургутнефтегаз""",F,1.0000,419.00,31.000,335.00,14683,3.0000,86.000,0.00904,0.00589,
2021-03-03,SNGP,"Опцион на Фьючерсный контракт на привилегированные акции ПАО ""Сургутнефтегаз""",P,,,1.0000,1250.0,,,,,,
2021-03-03,SNGP,"Опцион на Фьючерсный контракт на привилегированные акции ПАО ""Сургутнефтегаз""",C,1.0000,6.0000,7.0000,66.000,66.000,,,,,
2021-03-03,FEES,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""ФСК ЕЭС""",C,1.0000,2.0000,2.0000,4.0000,4.0000,,,,,
2021-03-03,FEES,"Фьючерсный контракт на обыкновенные акции ПАО ""ФСК ЕЭС""",F,,4.0000,5.0000,1897.0,528.00,93.000,114.00,0.05155,0.27536,
2021-03-03,FEES,"Фьючерсный контракт на обыкновенные акции ПАО ""ФСК ЕЭС""",F,1.0000,106.00,52.000,395.00,1764.0,-18.000,-39.000,-0.04358,-0.02163,
2021-03-03,FEES,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""ФСК ЕЭС""",P,1.0000,3.0000,4.0000,6.0000,6.0000,,,,,
2021-03-03,NLMK,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""НЛМК""",P,,2.0000,2.0000,2814.0,3128.0,,,,,
2021-03-03,NLMK,"Фьючерсный контракт на обыкновенные акции ПАО ""НЛМК""",F,1.0000,99.000,188.00,3479.0,687.00,52.000,33.000,0.01517,0.05046,
2021-03-03,NLMK,"Фьючерсный контракт на обыкновенные акции ПАО ""НЛМК""",F,,12.000,3.0000,347.00,3139.0,68.000,87.000,0.24373,0.02851,
2021-03-03,NLMK,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""НЛМК""",C,,3.0000,3.0000,494.00,494.00,,,,,
2021-03-03,NLMK,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""НЛМК""",P,1.0000,40.000,39.000,5516.0,5202.0,,,,,
2021-03-03,NLMK,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""НЛМК""",C,1.0000,4.0000,4.0000,494.00,494.00,,,,,
2021-03-03,SUGR,Фьючерсный контракт на сахар-сырец,F,1.0000,5.0000,2.0000,6.0000,6.0000,,,,,
2021-03-03,AUDU,Фьючерсный контракт на курс австралийский доллар-доллар США,F,1.0000,33.000,74.000,1320.0,216.00,282.00,-8.0000,0.27168,-0.03571,
2021-03-03,AUDU,Фьючерсный контракт на курс австралийский доллар-доллар США,F,,4.0000,2.0000,656.00,1760.0,-124.00,166.00,-0.15897,0.10414,
2021-03-03,GBPU,Фьючерсный контракт на курс фунт стерлингов-доллар США,F,1.0000,139.00,284.00,15027,1301.0,945.00,-680.00,0.06711,-0.34326,
2021-03-03,GBPU,Фьючерсный контракт на курс фунт стерлингов-доллар США,F,,7.0000,3.0000,1321.0,15047,,1625.0,,0.12107,
2021-03-03,OFZ2,"Фьючерсный контракт на ""двухлетние"" облигации федерального займа",F,1.0000,4.0000,4.0000,72.000,56.000,-132.00,,-0.64706,,
2021-03-03,OFZ2,"Фьючерсный контракт на ""двухлетние"" облигации федерального займа",F,,2.0000,1.0000,71.000,87.000,-1.0000,-133.00,-0.01389,-0.60455,
2021-03-03,OFZ4,"Фьючерсный контракт на ""четырехлетние"" облигации федерального займа",F,,2.0000,2.0000,313.00,1058.0,,15.000,,0.01438,
2021-03-03,OFZ4,"Фьючерсный контракт на ""четырехлетние"" облигации федерального займа",F,1.0000,1.0000,1.0000,752.00,7.0000,10.000,-5.0000,0.01348,-0.41667,
2021-03-03,RTKM,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""Ростелеком""",P,1.0000,1.0000,1.0000,1.0000,1.0000,,,,,
2021-03-03,RTKM,"Фьючерсный контракт на обыкновенные акции ПАО ""Ростелеком""",F,1.0000,107.00,54.000,756.00,1361.0,-27.000,41.000,-0.03448,0.03106,
2021-03-03,RTKM,"Фьючерсный контракт на обыкновенные акции ПАО ""Ростелеком""",F,,9.0000,6.0000,1363.0,758.00,125.00,57.000,0.10097,0.08131,
2021-03-03,MIX,Фьючерсный контракт на Индекс МосБиржи,F,1.0000,423.00,932.00,11852,4255.0,-903.00,61.000,-0.07080,0.01454,
2021-03-03,MIX,Фьючерсный контракт на Индекс МосБиржи,F,,28.000,27.000,4592.0,12189,59.000,-905.00,0.01302,-0.06912,
2021-03-03,MIX,Опцион на Фьючерсный контракт на Индекс МосБиржи,C,,3.0000,3.0000,1412.0,1412.0,,,,,
2021-03-03,MIX,Опцион на Фьючерсный контракт на Индекс МосБиржи,C,1.0000,18.000,18.000,307.00,307.00,,,,,
2021-03-03,MIX,Опцион на Фьючерсный контракт на Индекс МосБиржи,P,,1.0000,1.0000,44.000,44.000,,,,,
2021-03-03,MIX,Опцион на Фьючерсный контракт на Индекс МосБиржи,P,1.0000,15.000,7.0000,98.000,98.000,,,,,
2021-03-03,OFZ6,"Фьючерсный контракт на ""шестилетние"" облигации федерального займа",F,,2.0000,2.0000,5052.0,5149.0,,-10.000,,-0.00194,
2021-03-03,OFZ6,"Фьючерсный контракт на ""шестилетние"" облигации федерального займа",F,1.0000,2.0000,1.0000,105.00,8.0000,-10.000,,-0.08696,,
2021-03-03,OF10,"Фьючерсный контракт на ""десятилетние"" облигации федерального займа",F,1.0000,2.0000,10.000,732.00,50.000,-9.0000,-9.0000,-0.01215,-0.15254,
2021-03-03,OF10,"Фьючерсный контракт на ""десятилетние"" облигации федерального займа",F,,2.0000,2.0000,4044.0,4726.0,,,,,
2021-03-03,OF15,"Фьючерсный контракт на ""пятнадцатилетние"" облигации федерального займа",F,,3.0000,2.0000,5445.0,4065.0,2480.0,2662.0,0.83642,1.8974,
2021-03-03,OF15,"Фьючерсный контракт на ""пятнадцатилетние"" облигации федерального займа",F,1.0000,13.000,6.0000,439.00,1819.0,81.000,-101.00,0.22626,-0.05260,
2021-03-03,UJPY,Фьючерсный контракт на курс доллар США - японская йена,F,,4.0000,4.0000,3400.0,3560.0,66.000,217.00,0.01980,0.06491,
2021-03-03,UJPY,Фьючерсный контракт на курс доллар США - японская йена,F,1.0000,114.00,101.00,1904.0,1744.0,143.00,-8.0000,0.08120,-0.00457,
2021-03-03,UCHF,Фьючерсный контракт на курс доллар США - швейцарский франк,F,,4.0000,2.0000,1407.0,1261.0,,157.00,,0.14221,
2021-03-03,UCHF,Фьючерсный контракт на курс доллар США - швейцарский франк,F,1.0000,39.000,44.000,443.00,589.00,204.00,47.000,0.85356,0.08672,
2021-03-03,MOEX,Опцион на Фьючерсный контракт на обыкновенные акции ПАО Московская Биржа,P,1.0000,5.0000,9.0000,111.00,163.00,,,,,
2021-03-03,MOEX,Фьючерсный контракт на обыкновенные акции ПАО Московская Биржа,F,1.0000,205.00,163.00,3054.0,3862.0,-416.00,33.000,-0.11988,0.00862,
2021-03-03,MOEX,Опцион на Фьючерсный контракт на обыкновенные акции ПАО Московская Биржа,P,,,2.0000,52.000,,,,,,
2021-03-03,MOEX,Опцион на Фьючерсный контракт на обыкновенные акции ПАО Московская Биржа,C,1.0000,1.0000,2.0000,5.0000,2.0000,,,,,
2021-03-03,MOEX,Фьючерсный контракт на обыкновенные акции ПАО Московская Биржа,F,,13.000,5.0000,6278.0,5470.0,116.00,-333.00,0.01883,-0.05738,
2021-03-03,MOEX,Опцион на Фьючерсный контракт на обыкновенные акции ПАО Московская Биржа,C,,1.0000,,,3.0000,,,,,
2021-03-03,MGNT,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""Магнит""",P,,1.0000,1.0000,9180.0,1.0000,,,,,
2021-03-03,MGNT,"Фьючерсный контракт на обыкновенные акции ПАО ""Магнит""",F,,25.000,4.0000,45403,13903,477.00,3566.0,0.01062,0.34497,
2021-03-03,MGNT,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""Магнит""",C,1.0000,67.000,66.000,11515,9366.0,364.00,364.00,0.03264,0.04044,
2021-03-03,MGNT,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""Магнит""",P,1.0000,10.000,15.000,728.00,9907.0,,,,,
2021-03-03,MGNT,"Фьючерсный контракт на обыкновенные акции ПАО ""Магнит""",F,1.0000,707.00,177.00,8008.0,39508,207.00,-2882.0,0.02654,-0.06799,
2021-03-03,MGNT,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""Магнит""",C,,3.0000,4.0000,5166.0,7315.0,364.00,364.00,0.07580,0.05237,
2021-03-03,RVI,Фьючерсный контракт на волатильность российского рынка,F,1.0000,23.000,7.0000,216.00,216.00,6.0000,6.0000,0.02857,0.02857,
2021-03-03,UCAD,Фьючерсный контракт на курс доллар США - канадский доллар,F,1.0000,59.000,14.000,30.000,771.00,-4.0000,191.00,-0.11765,0.32931,
2021-03-03,UCAD,Фьючерсный контракт на курс доллар США - канадский доллар,F,,,3.0000,741.00,,24.000,-171.00,0.03347,-1.0000,
2021-03-03,MXI,Опцион на Фьючерсный контракт на Индекс МосБиржи (мини),P,1.0000,12.000,6.0000,88.000,88.000,5.0000,5.0000,0.06024,0.06024,
2021-03-03,MXI,Фьючерсный контракт на Индекс МосБиржи (мини),F,,6.0000,7.0000,1469.0,14702,190.00,-1444.0,0.14855,-0.08943,
2021-03-03,MXI,Опцион на Фьючерсный контракт на Индекс МосБиржи (мини),C,1.0000,9.0000,6.0000,48.000,48.000,,,,,
2021-03-03,MXI,Фьючерсный контракт на Индекс МосБиржи (мини),F,1.0000,454.00,1115.0,18530,5297.0,-848.00,786.00,-0.04376,0.17424,
2021-03-03,RUON,Фьючерсный контракт на ставку RUONIA,F,,4.0000,4.0000,2300.0,4890.0,100.00,110.00,0.04545,0.02301,
2021-03-03,RUON,Фьючерсный контракт на ставку RUONIA,F,1.0000,5.0000,6.0000,3017.0,427.00,5.0000,-5.0000,0.00166,-0.01157,
2021-03-03,ALRS,"Опцион на Фьючерсный контракт на обыкновенные акции АК ""АЛРОСА"" (ПАО)",P,1.0000,51.000,48.000,6732.0,6450.0,,,,,
2021-03-03,ALRS,"Фьючерсный контракт на обыкновенные акции АК ""АЛРОСА"" (ПАО)",F,1.0000,260.00,224.00,5782.0,5398.0,59.000,-172.00,0.01031,-0.03088,
2021-03-03,ALRS,"Фьючерсный контракт на обыкновенные акции АК ""АЛРОСА"" (ПАО)",F,,11.000,9.0000,3041.0,3425.0,-331.00,-100.00,-0.09816,-0.02837,
2021-03-03,ALRS,"Опцион на Фьючерсный контракт на обыкновенные акции АК ""АЛРОСА"" (ПАО)",C,,2.0000,2.0000,425.00,425.00,,,,,
2021-03-03,ALRS,"Опцион на Фьючерсный контракт на обыкновенные акции АК ""АЛРОСА"" (ПАО)",C,1.0000,7.0000,8.0000,433.00,433.00,,,,,
2021-03-03,ALRS,"Опцион на Фьючерсный контракт на обыкновенные акции АК ""АЛРОСА"" (ПАО)",P,,2.0000,3.0000,2815.0,3097.0,,,,,
2021-03-03,AFLT,"Опцион на Фьючерсный контракт на  обыкновенные акции ПАО ""Аэрофлот""",P,,,1.0000,3239.0,,,,,,
2021-03-03,AFLT,"Опцион на Фьючерсный контракт на  обыкновенные акции ПАО ""Аэрофлот""",C,1.0000,11.000,11.000,38.000,38.000,,,,,
2021-03-03,AFLT,"Фьючерсный контракт на  обыкновенные акции ПАО ""Аэрофлот""",F,,10.000,20.000,38409,8289.0,-1141.0,135.00,-0.02885,0.01656,
2021-03-03,AFLT,"Опцион на Фьючерсный контракт на  обыкновенные акции ПАО ""Аэрофлот""",P,1.0000,15.000,16.000,67.000,3306.0,,,,,
2021-03-03,AFLT,"Фьючерсный контракт на  обыкновенные акции ПАО ""Аэрофлот""",F,1.0000,779.00,171.00,14889,45009,-1136.0,-2412.0,-0.07089,-0.05086,
2021-03-03,CL,Фьючерсный контракт на нефть Light Sweet Crude Oil,F,1.0000,9.0000,13.000,187.00,644.00,-18.000,34.000,-0.08780,0.05574,
2021-03-03,CL,Фьючерсный контракт на нефть Light Sweet Crude Oil,F,,4.0000,3.0000,863.00,406.00,48.000,-4.0000,0.05890,-0.00976,
2021-03-03,GLD,Фьючерсный поставочный контракт на золото,F,1.0000,1.0000,,,1.0000,,,,,
2021-03-03,GLD,Фьючерсный поставочный контракт на золото,F,,,1.0000,1.0000,,,,,,
2021-03-03,Co,Фьючерсный контракт на медь,F,,,1.0000,32.000,,-1.0000,,-0.03030,,
2021-03-03,Co,Фьючерсный контракт на медь,F,1.0000,17.000,9.0000,31.000,63.000,11.000,10.000,0.55000,0.18868,
2021-03-03,Nl,Фьючерсный контракт на никель,F,,,1.0000,10.000,,,,,,
2021-03-03,Nl,Фьючерсный контракт на никель,F,1.0000,4.0000,,,10.000,,,,,
2021-03-03,UINR,Фьючерсный контракт на курс доллар США - индийская рупия,F,1.0000,1.0000,1.0000,1.0000,1.0000,,,,,
2021-03-03,ALMN,Фьючерсный контракт на алюминий,F,1.0000,1.0000,,,1.0000,,,,,
2021-03-03,ALMN,Фьючерсный контракт на алюминий,F,,1.0000,1.0000,3.0000,2.0000,-1.0000,-1.0000,-0.25000,-0.33333,
2021-03-03,MAGN,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""ММК""",P,1.0000,2.0000,2.0000,19.000,19.000,,,,,
2021-03-03,MAGN,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""ММК""",C,,1.0000,,,20.000,,,,,
2021-03-03,MAGN,"Фьючерсный контракт на обыкновенные акции ПАО ""ММК""",F,1.0000,111.00,49.000,342.00,654.00,15.000,-64.000,0.04587,-0.08914,
2021-03-03,MAGN,"Фьючерсный контракт на обыкновенные акции ПАО ""ММК""",F,,4.0000,4.0000,787.00,475.00,61.000,140.00,0.08402,0.41791,
2021-03-03,MAGN,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""ММК""",C,1.0000,,1.0000,20.000,,,,,,
