moment,isin,name,contract_type,iz_fiz,clients_in_long,clients_in_short,short_position,long_position,change_prev_week_short_abs,change_prev_week_long_abs,change_prev_week_short_perc,change_prev_week_long_perc,
2021-02-24,Si,Опцион на Фьючерсный контракт на курс доллар США - российский рубль,C,1.0000,1885.0,897.00,266978,369840,5282.0,4816.0,0.02018,0.01319,
2021-02-24,Si,Фьючерсный контракт на курс доллар США - российский рубль,F,1.0000,17741,8950.0,369468,850671,76200,-65904,0.25983,-0.07190,
2021-02-24,Si,Опцион на Фьючерсный контракт на курс доллар США - российский рубль,C,,37.000,32.000,168026,65164,-351.00,115.00,-0.00208,0.00177,
2021-02-24,Si,Фьючерсный контракт на курс доллар США - российский рубль,F,,250.00,170.00,1414780,933577,42026,184130,0.03061,0.24569,
2021-02-24,Si,Опцион на Фьючерсный контракт на курс доллар США - российский рубль,P,1.0000,1002.0,761.00,138421,211305,11770,14061,0.09293,0.07129,
2021-02-24,Si,Опцион на Фьючерсный контракт на курс доллар США - российский рубль,P,,15.000,28.000,149410,76526,2190.0,-101.00,0.01488,-0.00132,
2021-02-24,GAZR,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""Газпром""",C,1.0000,144.00,124.00,9109.0,9046.0,271.00,-18.000,0.03066,-0.00199,
2021-02-24,GAZR,"Фьючерсный контракт на обыкновенные акции ПАО ""Газпром""",F,,32.000,58.000,121356,32043,-195.00,987.00,-0.00160,0.03178,
2021-02-24,GAZR,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""Газпром""",P,,4.0000,5.0000,5562.0,178.00,-319.00,-8.0000,-0.05424,-0.04301,
2021-02-24,GAZR,"Фьючерсный контракт на обыкновенные акции ПАО ""Газпром""",F,1.0000,2348.0,1589.0,40185,129498,7195.0,6013.0,0.21810,0.04869,
2021-02-24,GAZR,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""Газпром""",C,,8.0000,6.0000,5916.0,5979.0,12.000,301.00,0.00203,0.05301,
2021-02-24,GAZR,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""Газпром""",P,1.0000,103.00,83.000,2604.0,7988.0,-92.000,-403.00,-0.03412,-0.04803,
2021-02-24,SNGR,"Фьючерсный контракт на обыкновенные акции ПАО ""Сургутнефтегаз""",F,,14.000,18.000,9663.0,2669.0,735.00,790.00,0.08233,0.42044,
2021-02-24,SNGR,"Фьючерсный контракт на обыкновенные акции ПАО ""Сургутнефтегаз""",F,1.0000,334.00,53.000,329.00,7323.0,-71.000,-126.00,-0.17750,-0.01692,
2021-02-24,SNGR,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""Сургутнефтегаз""",P,1.0000,1.0000,1.0000,1.0000,1.0000,,,,,
2021-02-24,LKOH,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""НК ""ЛУКОЙЛ""",P,,2.0000,2.0000,792.00,668.00,,,,,
2021-02-24,LKOH,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""НК ""ЛУКОЙЛ""",C,1.0000,102.00,103.00,6565.0,8813.0,,,,,
2021-02-24,LKOH,"Фьючерсный контракт на обыкновенные акции ПАО ""НК ""ЛУКОЙЛ""",F,,32.000,21.000,12902,6473.0,468.00,-49.000,0.03764,-0.00751,
2021-02-24,LKOH,"Фьючерсный контракт на обыкновенные акции ПАО ""НК ""ЛУКОЙЛ""",F,1.0000,755.00,363.00,5880.0,12309,-600.00,-83.000,-0.09259,-0.00670,
2021-02-24,LKOH,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""НК ""ЛУКОЙЛ""",P,1.0000,13.000,21.000,602.00,726.00,,,,,
2021-02-24,LKOH,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""НК ""ЛУКОЙЛ""",C,,3.0000,4.0000,5971.0,3723.0,,,,,
2021-02-24,RTS,Опцион на Фьючерсный контракт на Индекс РТС,P,,24.000,32.000,60539,41287,1117.0,93.000,0.01880,0.00226,
2021-02-24,RTS,Фьючерсный контракт на Индекс РТС,F,1.0000,3409.0,5839.0,101931,45287,-3346.0,2388.0,-0.03178,0.05567,
2021-02-24,RTS,Опцион на Фьючерсный контракт на Индекс РТС,P,1.0000,2068.0,894.00,73394,92646,3403.0,4427.0,0.04862,0.05018,
2021-02-24,RTS,Опцион на Фьючерсный контракт на Индекс РТС,C,,26.000,30.000,45492,39238,285.00,-123.00,0.00630,-0.00312,
2021-02-24,RTS,Фьючерсный контракт на Индекс РТС,F,,65.000,122.00,164661,221305,8289.0,2555.0,0.05301,0.01168,
2021-02-24,RTS,Опцион на Фьючерсный контракт на Индекс РТС,C,1.0000,1230.0,804.00,52334,58588,4258.0,4666.0,0.08857,0.08653,
2021-02-24,GOLD,Фьючерсный контракт на аффинированное золото в слитках,F,,67.000,30.000,98267,16615,1306.0,-330.00,0.01347,-0.01947,
2021-02-24,GOLD,Опцион на Фьючерсный контракт на аффинированное золото в слитках,P,1.0000,65.000,60.000,3253.0,3716.0,16.000,15.000,0.00494,0.00405,
2021-02-24,GOLD,Фьючерсный контракт на аффинированное золото в слитках,F,1.0000,6286.0,1132.0,13917,95569,-4181.0,-2545.0,-0.23102,-0.02594,
2021-02-24,GOLD,Опцион на Фьючерсный контракт на аффинированное золото в слитках,C,,3.0000,6.0000,100.00,58.000,,-1.0000,,-0.01695,
2021-02-24,GOLD,Опцион на Фьючерсный контракт на аффинированное золото в слитках,C,1.0000,179.00,61.000,2500.0,2542.0,25.000,26.000,0.01010,0.01033,
2021-02-24,GOLD,Опцион на Фьючерсный контракт на аффинированное золото в слитках,P,,1.0000,3.0000,487.00,24.000,-1.0000,,-0.00205,,
2021-02-24,ROSN,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""НК ""Роснефть""",C,,2.0000,2.0000,1629.0,1629.0,,,,,
2021-02-24,ROSN,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""НК ""Роснефть""",C,1.0000,33.000,33.000,2235.0,2235.0,,,,,
2021-02-24,ROSN,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""НК ""Роснефть""",P,1.0000,7.0000,7.0000,31.000,31.000,,,,,
2021-02-24,ROSN,"Фьючерсный контракт на обыкновенные акции ПАО ""НК ""Роснефть""",F,1.0000,268.00,451.00,5543.0,2679.0,2.0000,-320.00,0.00036,-0.10670,
2021-02-24,ROSN,"Фьючерсный контракт на обыкновенные акции ПАО ""НК ""Роснефть""",F,,21.000,12.000,2753.0,5617.0,-168.00,154.00,-0.05751,0.02819,
2021-02-24,MTSI,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""МТС""",C,1.0000,26.000,22.000,1837.0,3316.0,,,,,
2021-02-24,MTSI,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""МТС""",P,1.0000,8.0000,13.000,648.00,2546.0,,,,,
2021-02-24,MTSI,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""МТС""",P,,1.0000,2.0000,2020.0,122.00,,,,,
2021-02-24,MTSI,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""МТС""",C,,2.0000,3.0000,2642.0,1163.0,,,,,
2021-02-24,MTSI,"Фьючерсный контракт на обыкновенные акции ПАО ""МТС""",F,,4.0000,12.000,4183.0,70.000,-8.0000,-380.00,-0.00191,-0.84444,
2021-02-24,MTSI,"Фьючерсный контракт на обыкновенные акции ПАО ""МТС""",F,1.0000,199.00,44.000,340.00,4453.0,25.000,397.00,0.07937,0.09788,
2021-02-24,NOTK,"Фьючерсный контракт на обыкновенные акции ПАО ""НОВАТЭК""",F,,3.0000,8.0000,464.00,76.000,-10.000,17.000,-0.02110,0.28814,
2021-02-24,NOTK,"Фьючерсный контракт на обыкновенные акции ПАО ""НОВАТЭК""",F,1.0000,92.000,50.000,195.00,583.00,49.000,22.000,0.33562,0.03922,
2021-02-24,NOTK,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""НОВАТЭК""",P,1.0000,1.0000,2.0000,2.0000,2.0000,,,,,
2021-02-24,TRNF,"Фьючерсный контракт на привилегированные акции ПАО ""Транснефть""",F,1.0000,20.000,8.0000,13.000,69.000,-1.0000,3.0000,-0.07143,0.04545,
