moment,isin,name,contract_type,iz_fiz,clients_in_long,clients_in_short,short_position,long_position,change_prev_week_short_abs,change_prev_week_long_abs,change_prev_week_short_perc,change_prev_week_long_perc,
2020-04-10,LKOH,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""НК ""ЛУКОЙЛ""",C,1.0000,28.000,28.000,1022.0,2484.0,,,,,
2020-04-10,GMKR,"Фьючерсный контракт на обыкновенные акции ПАО ""ГМК ""Норильский никель""",F,1.0000,117.00,207.00,1432.0,574.00,-146.00,-66.000,-0.09252,-0.10313,
2020-04-10,GMKR,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""ГМК ""Норильский никель""",P,1.0000,4.0000,4.0000,13.000,7.0000,,,,,
2020-04-10,GMKR,"Фьючерсный контракт на обыкновенные акции ПАО ""ГМК ""Норильский никель""",F,,15.000,18.000,4754.0,5612.0,48.000,-32.000,0.01020,-0.00567,
2020-04-10,GMKR,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""ГМК ""Норильский никель""",C,,3.0000,3.0000,2068.0,2068.0,,,,,
2020-04-10,GMKR,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""ГМК ""Норильский никель""",P,,2.0000,3.0000,2003.0,2009.0,,,,,
2020-04-10,GMKR,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""ГМК ""Норильский никель""",C,1.0000,8.0000,8.0000,77.000,77.000,,,,,
2020-04-10,RTS,Фьючерсный контракт на Индекс РТС,F,1.0000,2069.0,3852.0,78682,22137,-2362.0,-603.00,-0.02914,-0.02652,
2020-04-10,RTS,Опцион на Фьючерсный контракт на Индекс РТС,C,1.0000,1183.0,560.00,43004,63829,2204.0,2532.0,0.05402,0.04131,
2020-04-10,RTS,Опцион на Фьючерсный контракт на Индекс РТС,P,,28.000,26.000,34915,15381,1041.0,428.00,0.03073,0.02862,
2020-04-10,RTS,Опцион на Фьючерсный контракт на Индекс РТС,P,1.0000,1866.0,606.00,63763,83297,2546.0,3159.0,0.04159,0.03942,
2020-04-10,RTS,Опцион на Фьючерсный контракт на Индекс РТС,C,,27.000,25.000,31429,10604,683.00,355.00,0.02221,0.03464,
2020-04-10,RTS,Фьючерсный контракт на Индекс РТС,F,,61.000,98.000,141259,197804,-3841.0,-5600.0,-0.02647,-0.02753,
2020-04-10,GOLD,Опцион на Фьючерсный контракт на аффинированное золото в слитках,C,,3.0000,4.0000,1078.0,1084.0,-31.000,-31.000,-0.02795,-0.02780,
2020-04-10,GOLD,Опцион на Фьючерсный контракт на аффинированное золото в слитках,P,1.0000,59.000,25.000,420.00,435.00,54.000,54.000,0.14754,0.14173,
2020-04-10,GOLD,Опцион на Фьючерсный контракт на аффинированное золото в слитках,P,,,1.0000,15.000,,,,,,
2020-04-10,GOLD,Фьючерсный контракт на аффинированное золото в слитках,F,,43.000,21.000,72990,53841,-1043.0,756.00,-0.01409,0.01424,
2020-04-10,GOLD,Опцион на Фьючерсный контракт на аффинированное золото в слитках,C,1.0000,85.000,70.000,2037.0,2031.0,-29.000,-29.000,-0.01404,-0.01408,
2020-04-10,GOLD,Фьючерсный контракт на аффинированное золото в слитках,F,1.0000,2073.0,1083.0,13314,32463,-842.00,-2641.0,-0.05948,-0.07523,
