moment,isin,name,contract_type,iz_fiz,clients_in_long,clients_in_short,short_position,long_position,change_prev_week_short_abs,change_prev_week_long_abs,change_prev_week_short_perc,change_prev_week_long_perc,
2020-08-19,MOEX,Фьючерсный контракт на обыкновенные акции ПАО Московская Биржа,F,,11.000,4.0000,1936.0,1963.0,-14.000,-5.0000,-0.00718,-0.00254,
2020-08-19,MOEX,Опцион на Фьючерсный контракт на обыкновенные акции ПАО Московская Биржа,C,1.0000,3.0000,6.0000,27.000,27.000,,,,,
2020-08-19,MOEX,Фьючерсный контракт на обыкновенные акции ПАО Московская Биржа,F,1.0000,148.00,183.00,2742.0,2715.0,47.000,38.000,0.01744,0.01419,
2020-08-19,MGNT,"Фьючерсный контракт на обыкновенные акции ПАО ""Магнит""",F,1.0000,391.00,294.00,17032,16163,-3106.0,308.00,-0.15424,0.01943,
2020-08-19,MGNT,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""Магнит""",P,1.0000,14.000,10.000,187.00,313.00,,,,,
2020-08-19,MGNT,"Фьючерсный контракт на обыкновенные акции ПАО ""Магнит""",F,,16.000,18.000,34209,35078,3025.0,-389.00,0.09700,-0.01097,
2020-08-19,MGNT,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""Магнит""",C,,1.0000,3.0000,571.00,250.00,,,,,
2020-08-19,MGNT,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""Магнит""",P,,1.0000,1.0000,127.00,1.0000,,,,,
2020-08-19,MGNT,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""Магнит""",C,1.0000,18.000,14.000,437.00,758.00,,,,,
2020-08-19,RVI,Фьючерсный контракт на волатильность российского рынка,F,1.0000,22.000,4.0000,191.00,191.00,,,,,
2020-08-19,UCAD,Фьючерсный контракт на курс доллар США - канадский доллар,F,,1.0000,2.0000,865.00,17.000,114.00,,0.15180,,
2020-08-19,UCAD,Фьючерсный контракт на курс доллар США - канадский доллар,F,1.0000,63.000,4.0000,13.000,861.00,-3.0000,111.00,-0.18750,0.14800,
2020-08-19,MXI,Опцион на Фьючерсный контракт на Индекс МосБиржи (мини),C,1.0000,9.0000,6.0000,48.000,48.000,,,,,
2020-08-19,MXI,Опцион на Фьючерсный контракт на Индекс МосБиржи (мини),P,1.0000,20.000,12.000,872.00,617.00,8.0000,8.0000,0.00926,0.01314,
2020-08-19,MXI,Фьючерсный контракт на Индекс МосБиржи (мини),F,,8.0000,9.0000,10368,30993,-251.00,403.00,-0.02364,0.01317,
2020-08-19,MXI,Опцион на Фьючерсный контракт на Индекс МосБиржи (мини),P,,5.0000,,,255.00,,,,,
2020-08-19,MXI,Фьючерсный контракт на Индекс МосБиржи (мини),F,1.0000,334.00,1166.0,24211,3586.0,-288.00,-942.00,-0.01176,-0.20804,
2020-08-19,RUON,Фьючерсный контракт на ставку RUONIA,F,1.0000,5.0000,6.0000,4184.0,270.00,,,,,
2020-08-19,RUON,Фьючерсный контракт на ставку RUONIA,F,,5.0000,3.0000,2617.0,6531.0,,,,,
2020-08-19,ALRS,"Опцион на Фьючерсный контракт на обыкновенные акции АК ""АЛРОСА"" (ПАО)",P,,,1.0000,7496.0,,,,,,
