moment,isin,name,contract_type,iz_fiz,clients_in_long,clients_in_short,short_position,long_position,change_prev_week_short_abs,change_prev_week_long_abs,change_prev_week_short_perc,change_prev_week_long_perc,
2020-07-31,Si,Опцион на Фьючерсный контракт на курс доллар США - российский рубль,C,,43.000,31.000,195713,73903,5339.0,1925.0,0.02804,0.02674,
2020-07-31,Si,Фьючерсный контракт на курс доллар США - российский рубль,F,,273.00,93.000,1211638,662488,-49350,-8474.0,-0.03914,-0.01263,
2020-07-31,Si,Опцион на Фьючерсный контракт на курс доллар США - российский рубль,P,,24.000,24.000,34844,21041,2246.0,-267.00,0.06890,-0.01253,
2020-07-31,Si,Опцион на Фьючерсный контракт на курс доллар США - российский рубль,C,1.0000,1492.0,710.00,153226,275036,10710,14124,0.07515,0.05413,
2020-07-31,Si,Опцион на Фьючерсный контракт на курс доллар США - российский рубль,P,1.0000,921.00,526.00,107172,120975,13330,15843,0.14205,0.15070,
2020-07-31,Si,Фьючерсный контракт на курс доллар США - российский рубль,F,1.0000,13043,4869.0,196022,745172,37054,-3822.0,0.23309,-0.00510,
2020-07-31,GAZR,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""Газпром""",C,,2.0000,6.0000,166.00,31.000,26.000,2.0000,0.18571,0.06897,
2020-07-31,GAZR,"Фьючерсный контракт на обыкновенные акции ПАО ""Газпром""",F,1.0000,1930.0,742.00,17162,85893,-19046,4821.0,-0.52602,0.05947,
2020-07-31,GAZR,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""Газпром""",P,,2.0000,3.0000,887.00,20.000,2.0000,1.0000,0.00226,0.05263,
2020-07-31,GAZR,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""Газпром""",C,1.0000,78.000,79.000,2430.0,2565.0,35.000,59.000,0.01461,0.02354,
2020-07-31,GAZR,"Фьючерсный контракт на обыкновенные акции ПАО ""Газпром""",F,,27.000,35.000,73875,5144.0,20107,-3760.0,0.37396,-0.42228,
2020-07-31,GAZR,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""Газпром""",P,1.0000,56.000,68.000,1661.0,2528.0,22.000,23.000,0.01342,0.00918,
2020-07-31,SNGR,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""Сургутнефтегаз""",C,1.0000,31.000,7.0000,2948.0,2948.0,,,,,
