moment,isin,name,contract_type,iz_fiz,clients_in_long,clients_in_short,short_position,long_position,change_prev_week_short_abs,change_prev_week_long_abs,change_prev_week_short_perc,change_prev_week_long_perc,
2020-10-14,Si,Опцион на Фьючерсный контракт на курс доллар США - российский рубль,C,,49.000,34.000,194173,115158,5864.0,12048,0.03114,0.11685,
2020-10-14,Si,Опцион на Фьючерсный контракт на курс доллар США - российский рубль,P,,24.000,34.000,77183,48282,4783.0,3331.0,0.06606,0.07410,
2020-10-14,Si,Фьючерсный контракт на курс доллар США - российский рубль,F,,263.00,125.00,1157412,689669,105270,-53293,0.10005,-0.07173,
2020-10-14,Si,Фьючерсный контракт на курс доллар США - российский рубль,F,1.0000,13631,6374.0,343246,810989,-474.00,158089,-0.00138,0.24213,
2020-10-14,Si,Опцион на Фьючерсный контракт на курс доллар США - российский рубль,P,1.0000,1173.0,700.00,188881,217782,12653,14105,0.07180,0.06925,
2020-10-14,Si,Опцион на Фьючерсный контракт на курс доллар США - российский рубль,C,1.0000,1437.0,891.00,259070,338085,-13804,-19988,-0.05059,-0.05582,
2020-10-14,GAZR,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""Газпром""",C,,2.0000,5.0000,243.00,42.000,-178.00,-119.00,-0.42280,-0.73913,
2020-10-14,GAZR,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""Газпром""",P,,2.0000,1.0000,10.000,16.000,-73.000,-37.000,-0.87952,-0.69811,
2020-10-14,GAZR,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""Газпром""",C,1.0000,72.000,57.000,1944.0,2145.0,-2724.0,-2783.0,-0.58355,-0.56473,
2020-10-14,GAZR,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""Газпром""",P,1.0000,30.000,49.000,939.00,933.00,-4316.0,-4352.0,-0.82131,-0.82346,
2020-10-14,GAZR,"Фьючерсный контракт на обыкновенные акции ПАО ""Газпром""",F,1.0000,3131.0,1123.0,29219,152148,-8556.0,1981.0,-0.22650,0.01319,
2020-10-14,GAZR,"Фьючерсный контракт на обыкновенные акции ПАО ""Газпром""",F,,32.000,53.000,137035,14106,8846.0,-1691.0,0.06901,-0.10705,
2020-10-14,SNGR,"Фьючерсный контракт на обыкновенные акции ПАО ""Сургутнефтегаз""",F,,7.0000,20.000,10451,3655.0,868.00,865.00,0.09058,0.31004,
