moment,isin,name,contract_type,iz_fiz,clients_in_long,clients_in_short,short_position,long_position,change_prev_week_short_abs,change_prev_week_long_abs,change_prev_week_short_perc,change_prev_week_long_perc,
2020-06-26,Si,Фьючерсный контракт на курс доллар США - российский рубль,F,,251.00,80.000,1093109,523081,131093,60675,0.13627,0.13122,
2020-06-26,Si,Опцион на Фьючерсный контракт на курс доллар США - российский рубль,P,1.0000,662.00,403.00,63453,66493,6424.0,5684.0,0.11264,0.09347,
2020-06-26,Si,Фьючерсный контракт на курс доллар США - российский рубль,F,1.0000,12556,3259.0,89612,659640,-16118,54300,-0.15244,0.08970,
2020-06-26,Si,Опцион на Фьючерсный контракт на курс доллар США - российский рубль,C,,35.000,31.000,154019,76237,14146,8917.0,0.10113,0.13246,
2020-06-26,Si,Опцион на Фьючерсный контракт на курс доллар США - российский рубль,P,,22.000,24.000,18299,15259,777.00,1517.0,0.04434,0.11039,
2020-06-26,Si,Опцион на Фьючерсный контракт на курс доллар США - российский рубль,C,1.0000,1328.0,560.00,106903,184685,19374,24603,0.22134,0.15369,
2020-06-26,GAZR,"Фьючерсный контракт на обыкновенные акции ПАО ""Газпром""",F,1.0000,1649.0,788.00,20719,83913,-5268.0,14475,-0.20272,0.20846,
2020-06-26,GAZR,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""Газпром""",C,,2.0000,4.0000,154.00,57.000,24.000,9.0000,0.18462,0.18750,
2020-06-26,GAZR,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""Газпром""",C,1.0000,78.000,60.000,3341.0,3438.0,395.00,410.00,0.13408,0.13540,
2020-06-26,GAZR,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""Газпром""",P,1.0000,50.000,70.000,1421.0,1907.0,123.00,139.00,0.09476,0.07862,
2020-06-26,GAZR,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""Газпром""",P,,2.0000,3.0000,547.00,61.000,25.000,9.0000,0.04789,0.17308,
2020-06-26,GAZR,"Фьючерсный контракт на обыкновенные акции ПАО ""Газпром""",F,,32.000,35.000,77779,14585,17249,-2494.0,0.28497,-0.14603,
2020-06-26,SNGR,"Фьючерсный контракт на обыкновенные акции ПАО ""Сургутнефтегаз""",F,1.0000,148.00,60.000,3643.0,4017.0,38.000,434.00,0.01054,0.12113,
2020-06-26,SNGR,"Фьючерсный контракт на обыкновенные акции ПАО ""Сургутнефтегаз""",F,,5.0000,6.0000,1013.0,639.00,35.000,-361.00,0.03579,-0.36100,
2020-06-26,LKOH,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""НК ""ЛУКОЙЛ""",C,1.0000,18.000,18.000,441.00,1638.0,10.000,10.000,0.02320,0.00614,
2020-06-26,LKOH,"Фьючерсный контракт на обыкновенные акции ПАО ""НК ""ЛУКОЙЛ""",F,1.0000,433.00,194.00,6127.0,6796.0,-397.00,259.00,-0.06085,0.03962,
2020-06-26,LKOH,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""НК ""ЛУКОЙЛ""",P,1.0000,4.0000,7.0000,39.000,39.000,1.0000,1.0000,0.02632,0.02632,
2020-06-26,LKOH,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""НК ""ЛУКОЙЛ""",C,,2.0000,3.0000,1540.0,343.00,,,,,
2020-06-26,LKOH,"Фьючерсный контракт на обыкновенные акции ПАО ""НК ""ЛУКОЙЛ""",F,,48.000,17.000,8657.0,7988.0,622.00,-34.000,0.07741,-0.00424,
2020-06-26,GMKR,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""ГМК ""Норильский никель""",C,,2.0000,2.0000,2045.0,2045.0,,,,,
2020-06-26,GMKR,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""ГМК ""Норильский никель""",P,,1.0000,3.0000,2053.0,2008.0,21.000,,0.01033,,
2020-06-26,GMKR,"Фьючерсный контракт на обыкновенные акции ПАО ""ГМК ""Норильский никель""",F,1.0000,357.00,163.00,817.00,2410.0,-443.00,-154.00,-0.35159,-0.06006,
2020-06-26,GMKR,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""ГМК ""Норильский никель""",P,1.0000,5.0000,6.0000,21.000,66.000,2.0000,23.000,0.10526,0.53488,
2020-06-26,GMKR,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""ГМК ""Норильский никель""",C,1.0000,7.0000,8.0000,92.000,92.000,5.0000,5.0000,0.05747,0.05747,
2020-06-26,GMKR,"Фьючерсный контракт на обыкновенные акции ПАО ""ГМК ""Норильский никель""",F,,14.000,19.000,6932.0,5339.0,254.00,-35.000,0.03804,-0.00651,
2020-06-26,RTS,Опцион на Фьючерсный контракт на Индекс РТС,P,1.0000,1347.0,600.00,49995,62392,7682.0,8100.0,0.18155,0.14919,
2020-06-26,RTS,Фьючерсный контракт на Индекс РТС,F,,63.000,133.00,155529,185146,2130.0,3848.0,0.01389,0.02122,
2020-06-26,RTS,Опцион на Фьючерсный контракт на Индекс РТС,C,1.0000,987.00,538.00,53622,64021,6389.0,6305.0,0.13527,0.10924,
2020-06-26,RTS,Опцион на Фьючерсный контракт на Индекс РТС,C,,22.000,31.000,28799,18400,1476.0,1560.0,0.05402,0.09264,
2020-06-26,RTS,Фьючерсный контракт на Индекс РТС,F,1.0000,2827.0,4033.0,63726,34109,2432.0,714.00,0.03968,0.02138,
2020-06-26,RTS,Опцион на Фьючерсный контракт на Индекс РТС,P,,22.000,31.000,30573,18176,3841.0,3423.0,0.14369,0.23202,
2020-06-26,GOLD,Фьючерсный контракт на аффинированное золото в слитках,F,,76.000,17.000,47322,32353,493.00,1487.0,0.01053,0.04818,
2020-06-26,GOLD,Опцион на Фьючерсный контракт на аффинированное золото в слитках,P,,1.0000,,,4.0000,,,,,
2020-06-26,GOLD,Фьючерсный контракт на аффинированное золото в слитках,F,1.0000,2387.0,1451.0,26316,41285,190.00,-804.00,0.00727,-0.01910,
2020-06-26,GOLD,Опцион на Фьючерсный контракт на аффинированное золото в слитках,C,1.0000,39.000,39.000,526.00,530.00,4.0000,8.0000,0.00766,0.01533,
2020-06-26,GOLD,Опцион на Фьючерсный контракт на аффинированное золото в слитках,C,,1.0000,2.0000,249.00,245.00,4.0000,,0.01633,,
2020-06-26,GOLD,Опцион на Фьючерсный контракт на аффинированное золото в слитках,P,1.0000,34.000,23.000,166.00,162.00,13.000,9.0000,0.08497,0.05882,
2020-06-26,ROSN,"Фьючерсный контракт на обыкновенные акции ПАО ""НК ""Роснефть""",F,1.0000,171.00,182.00,4539.0,3345.0,27.000,-402.00,0.00598,-0.10729,
2020-06-26,ROSN,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""НК ""Роснефть""",C,1.0000,3.0000,4.0000,110.00,110.00,,,,,
2020-06-26,ROSN,"Фьючерсный контракт на обыкновенные акции ПАО ""НК ""Роснефть""",F,,9.0000,19.000,858.00,2052.0,-127.00,302.00,-0.12893,0.17257,
2020-06-26,ROSN,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""НК ""Роснефть""",P,1.0000,1.0000,1.0000,10.000,10.000,,,,,
