moment,isin,name,contract_type,iz_fiz,clients_in_long,clients_in_short,short_position,long_position,change_prev_week_short_abs,change_prev_week_long_abs,change_prev_week_short_perc,change_prev_week_long_perc,
2021-01-19,BR,Опцион на Фьючерсный контракт на нефть BRENT,P,,14.000,14.000,20428,8379.0,1183.0,435.00,0.06147,0.05476,
2021-01-19,BR,Опцион на Фьючерсный контракт на нефть BRENT,P,1.0000,618.00,185.00,25756,37805,535.00,1283.0,0.02121,0.03513,
2021-01-19,BR,Опцион на Фьючерсный контракт на нефть BRENT,C,,13.000,15.000,15148,11946,452.00,589.00,0.03076,0.05186,
2021-01-19,BR,Фьючерсный контракт на нефть BRENT,F,,49.000,72.000,371337,39381,-2969.0,9068.0,-0.00793,0.29915,
2021-01-19,Eu,Фьючерсный контракт на курс евро - российский рубль,F,,95.000,26.000,110666,68707,23158,-6404.0,0.26464,-0.08526,
2021-01-19,Eu,Опцион на Фьючерсный контракт на курс евро - российский рубль,C,,1.0000,2.0000,184.00,150.00,,,,,
2021-01-19,Eu,Опцион на Фьючерсный контракт на курс евро - российский рубль,C,1.0000,7.0000,16.000,683.00,717.00,,,,,
2021-01-19,Eu,Опцион на Фьючерсный контракт на курс евро - российский рубль,P,1.0000,9.0000,10.000,555.00,555.00,,,,,
2021-01-19,Eu,Фьючерсный контракт на курс евро - российский рубль,F,1.0000,2812.0,478.00,47117,89076,1917.0,31479,0.04241,0.54654,
2021-01-19,ED,Опцион на Фьючерсный контракт на курс евро-доллар США,P,,1.0000,1.0000,47.000,49.000,,,,,
2021-01-19,ED,Фьючерсный контракт на курс евро-доллар США,F,1.0000,880.00,1151.0,38206,41409,5518.0,-6014.0,0.16881,-0.12682,
2021-01-19,ED,Опцион на Фьючерсный контракт на курс евро-доллар США,C,1.0000,41.000,30.000,2350.0,2382.0,71.000,71.000,0.03115,0.03072,
2021-01-19,ED,Фьючерсный контракт на курс евро-доллар США,F,,25.000,26.000,40896,37693,-5126.0,6406.0,-0.11138,0.20475,
2021-01-19,ED,Опцион на Фьючерсный контракт на курс евро-доллар США,C,,1.0000,2.0000,79.000,47.000,,,,,
2021-01-19,ED,Опцион на Фьючерсный контракт на курс евро-доллар США,P,1.0000,60.000,26.000,2753.0,2751.0,49.000,49.000,0.01812,0.01813,
2021-01-19,PLT,Фьючерсный контракт на аффинированную платину в слитках,F,1.0000,528.00,106.00,1193.0,5857.0,-144.00,43.000,-0.10770,0.00740,
