moment,isin,name,contract_type,iz_fiz,clients_in_long,clients_in_short,short_position,long_position,change_prev_week_short_abs,change_prev_week_long_abs,change_prev_week_short_perc,change_prev_week_long_perc,
2020-06-16,Si,Опцион на Фьючерсный контракт на курс доллар США - российский рубль,C,,39.000,30.000,319075,124593,5513.0,3134.0,0.01758,0.02580,
2020-06-16,Si,Опцион на Фьючерсный контракт на курс доллар США - российский рубль,P,1.0000,960.00,584.00,185528,215427,10409,13227,0.05944,0.06542,
2020-06-16,Si,Опцион на Фьючерсный контракт на курс доллар США - российский рубль,P,,23.000,27.000,194905,165006,2096.0,-722.00,0.01087,-0.00436,
2020-06-16,Si,Фьючерсный контракт на курс доллар США - российский рубль,F,,233.00,120.00,1012891,631896,-118235,25600,-0.10453,0.04222,
2020-06-16,Si,Фьючерсный контракт на курс доллар США - российский рубль,F,1.0000,12118,4559.0,184418,565413,46205,-97630,0.33430,-0.14725,
2020-06-16,Si,Опцион на Фьючерсный контракт на курс доллар США - российский рубль,C,1.0000,1957.0,755.00,253394,447876,6299.0,8678.0,0.02549,0.01976,
2020-06-16,GAZR,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""Газпром""",P,1.0000,83.000,80.000,3319.0,3902.0,112.00,121.00,0.03492,0.03200,
2020-06-16,GAZR,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""Газпром""",C,,7.0000,9.0000,3084.0,1346.0,12.000,16.000,0.00391,0.01203,
2020-06-16,GAZR,"Фьючерсный контракт на обыкновенные акции ПАО ""Газпром""",F,1.0000,1495.0,820.00,20294,82928,-469.00,2203.0,-0.02259,0.02729,
2020-06-16,GAZR,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""Газпром""",P,,3.0000,6.0000,822.00,239.00,15.000,6.0000,0.01859,0.02575,
2020-06-16,GAZR,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""Газпром""",C,1.0000,115.00,110.00,6472.0,8210.0,104.00,100.00,0.01633,0.01233,
